category,review_title,review_content,rating
Cell Phones & Smartphones,mostly fine,"The volume controls on the side didn't work correctly for a week or so; they seem to be fine now.  Also the flashlight does not work; I never use the flashlight so am not going to return it unless the volume control problems come back.  Battery health when I got it was 95% max capacity, in the past two weeks it has gone down to 93%.  Other that those issues it works fine and looks new.Read full review...",3
Cell Phones & Smartphones,Better than Expected!!,Minimal cosmetic defects (small scuff marks). Very responsive to correspondences and questions about products. Shipped as promised! Would use them again.,5
Cell Phones & Smartphones,Amazing deal,Phone practically brand new. Put my chip right in and it worked.,5
Cell Phones & Smartphones,Very happy.,Just like brand new. Not a mark on it. Very impressed.,5
Cell Phones & Smartphones,Winning Product,it's in near new shape Everything is as it said it was Very pleased,5
Cell Phones & Smartphones,Well worth it at the cost - Superior Battery Life,Device arrived fully unlocked as advertised! Simply had to update the phone to the latest iOS and restore from my iCloud backup. Big plus - the device battery life is at 98%,5
Cell Phones & Smartphones,Excellent Buy,"Its just as described, my fiancé put his chip from his old iPhone into this new one and it works like a charm. It’s perrrrrrfect. ",5
Cell Phones & Smartphones,Good Value - Read the Review,"Better than advertised in terms of condition - very happy!We'll see how the battery life goes - I know, it's a referb and expect 80% life, but I do need to charge it again before the day is through and it's just static use (e.g., not on the phone hours on end or continuous streaming).Great value compared to spending up to 3x's more given the above.Read full review...",5
Cell Phones & Smartphones,Works perfectly right now,"It works well right now for me, the only problem is the sound, I can’t turn of the camera click on Snapchat and Instagram but I don’t really care, it’s good for the price. I highly recommend l.",5
Cell Phones & Smartphones,Nice back case with strong battery life.,"Its a great phone for the money, highly value having a reliable phone and this is it.",5
Cell Phones & Smartphones,Like New,"Looks and feels like new. Battery lasts a long time.  I am upgrading from a 5c and the processing speed is really fast. Very happy with purchase. Like I did with my 5c, I got it a ZAGG screen protector and placed in a UAG case. Hope will last as long as my 5c.Read full review...",5
Cell Phones & Smartphones,Brand new,Love it.  It’s all it was advertised to be and works beautifully.,5
Cell Phones & Smartphones,Happy with purchase,"Good deal, great condition. Husband loves the phone",5
Cell Phones & Smartphones,iPhone 8,Phone looks great but no SIM card. SIM card is listed as one of the 27 check points so I assumed it would come with one. Nope! So I bought one. All hooked up to VeriZon and works great.,3
Cell Phones & Smartphones,PERFECT,"Perfect item, as described. Brand new iphone with all accessories.",5
Cell Phones & Smartphones,First time using I phone 8,"Still not familiar with many fuctions including ""Hey Siri"" does not recognize my voice. don not know why?",4
Cell Phones & Smartphones,Right price,"My Son loves this item. It's small compared to other phones,  but practical for teenagers with small hands.",5
Cell Phones & Smartphones,Nice Upgrade,Big improvement over the iPhone 6 it replaced.  Faster and better battery life.  Nice upgrade!,5
Cell Phones & Smartphones,Quality products,The phone looked brand new. Everything from old phone switched over nicely,5
Cell Phones & Smartphones,I am well pleased with this device. I did notice it had lost down to 92% of it's battery life. I am overall very please with the device.,My iPhone 8 works wonderful.,4
Cell Phones & Smartphones,Good. Works. A little mite wear than expected.,"It works fine. It has a bit more wear/tear than I thought it would have, especially on the screen.",4
Cell Phones & Smartphones,Thanks for great birthday gift for my son,"In really good shape, works well, and good price. Thank u",5
Cell Phones & Smartphones,"50,50","iPhone looks like new! Battery does not last long. If you need your phone right away, buy from different place my took over 2 weeks to arrive.",3
Cell Phones & Smartphones,Great phone,This way of buying a phone is so much cheaper than going though Verizon!  I will never go back to the store again.  I am very happy with my iPhone,5
Cell Phones & Smartphones,Great iPhone 8!,It looks and works perfectly and we had no problem activating it on Metro TMobile. Thank you!,5
Cell Phones & Smartphones,Review title,great product. shipped fast. transfering all my stuff from my old broken phone to this one was super easy.,5
Cell Phones & Smartphones,Very happy with the purchase. ,Still in original packaging. Excellent battery life. Updated to ios14.2 with zero issues.,5
Cell Phones & Smartphones,good product.,good value and it vert easy to start up. But the battery is not a long life.,4
Cell Phones & Smartphones,I phone 8,It’s ok should have gotten a plus not sure about how long the charge last I only know that I need to charge it daily so one charge does not last 24 hrs other than that it is ok,4
Cell Phones & Smartphones,Love it!,"Was scared package was going to come damages, it was in mint condition! Would purchase again!!",5
Cell Phones & Smartphones,Was not disappointed with this purchase,"Just as described, looked brand new",5
Cell Phones & Smartphones,Super deal!,This device came in just as described. Like new! Very good deal.,5
Cell Phones & Smartphones,Great phone!,Great battery life! Just overall considerably great quality. Highly recommend.,4
Cell Phones & Smartphones,Great phone definitely a bargain,Quick great quality can’t complain,5
Cell Phones & Smartphones,Iphone works great,Great phone at a good price.,5
Cell Phones & Smartphones,the price right,very good iphone. love it. easy to handle. works for my needs.,5
Cell Phones & Smartphones,Great value,Needed a smaller phone for my husband to upgrade his for an affordable price on Verizon.  Works great.,5
Cell Phones & Smartphones,I love it,The best cellphone,5
Cell Phones & Smartphones,Great quality phone.,Could not be more happy with my new iPhone. Thanks.,5
Cell Phones & Smartphones,Very decent phone with good battery life and camera,"Bought this phone second hand but in very good (like new) condition. Until then, I had been struggling with the very poor battery life of my IPhone 6S. By comparison, the XR's battery life is amazing. With moderate to heavy use, I can get through an entire day with battery to spare.

While the phone isn't the latest or greatest, it's more than sufficient for my purposes and definitely an improvement over my old 6S. I'm also very pleased with the camera especially in low-light conditions. Again, a big improvement over the old 6S.",5
Cell Phones & Smartphones,One of the Truly Great Smart Phones!,"This is a great iPhone that offers a lot of value.  With it's super fast processor chip, long battery life, and excellent camera, my user experience has immensely improved.",5
Cell Phones & Smartphones,good buy,Very good except for scratches on the glass surface,4
Cell Phones & Smartphones,Excellent product,I am pleased with its cadre of apps and connectivity with iWatch 4.,5
Cell Phones & Smartphones,Great buy!!!,Great iPhone at an awesome price!,5
Car Stereos & Head Units,"Very good, but not perfect","Other than this product I've never used AA/CP before so I can only judge it on its own and against the built-in Mazda Connect system.For the most part it is fine, works well enough and is easy to use.BUT, as opposed to Mazda Connect it requires the phone be connected to the car via USB in order to use Apple CarPlay. I believe that is also the car with Android Auto but I haven't tried that myself.I can't fairly complain as I should have done proper research before ordering, and that probably wouldn't be a deal-breaker for me anyway, but I like that with Mazda Connect I can use the phone via Bluetooth and not need to have an ugly USB cable stretched across the cabin.One of the things I like very much about the product is the more powerful USB port. The newer port is actually capable of charging smartphones.Nothing else really to say. The product does what it is supposed to do and works fine. Med Center Mazda has the best price I found for it, and showed promptly. I have no real complaints.Read full review...",4
